id,question,options,image,decoded_image,answer,solution,level,subject
1656,"James wrote a different integer from 1 to 9 in each cell of a table. He then calculated the sum of the integers in each of the rows and in each of the columns of the table. Five of his answers were 12, 13, 15, 16 and 17, in some order. What was his sixth answer? <image1>",[],images/1656.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=235x232 at 0x7CE8DA6ED850>,17,"The total of the sums of the three rows of the table is equal to the sum of all the digits from 1 to 9, which is 45 . Similarly, the total of the sums of the three columns of the table is also equal to 45 . Hence James' six answers add to $45+45=90$. The sum of the five answers given is $12+13+15+16+17=73$ and hence his sixth answer is $90-73=17$. [It is left as an exercise to find a possible arrangement of the digits 1 to 9 that actually gives these six sums.]",4,logic
1657,The diagram shows a net of an unfolded rectangular box. What is the volume of the box (in $\mathrm{cm}^{3}$ )? <image1>,[],images/1657.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=550x275 at 0x7CE8DA6EDF10>,80,"Let the dimensions of the box be $x \mathrm{~cm}$ by $y \mathrm{~cm}$ by $z \mathrm{~cm}$ as indicated. From the diagram, we have $2 x+2 y=26$, $x+z=10$ and $y+z=7$. When we add the last two of these, we obtain $x+y+2 z=17$ and, when we then double this, we obtain $2 x+2 y+4 z=34$. Therefore $4 z=34-26=8$ and hence $z=2$. Therefore $x=8$ and $y=5$ and hence the volume of the box in $\mathrm{cm}^{3}$ is $8 \times 5 \times 2=80$.  ![](https://cdn.mathpix.com/cropped/2023_12_27_0f4ed2787981bb911326g-245.jpg?height=222&width=494&top_left_y=817&top_left_x=1341)",4,solid geometry
1658,"Ruth and Sarah decide to have a race. Ruth runs around the perimeter of the pool shown in the diagram while Sarah swims lengths of the pool.
Ruth runs three times as fast as Sarah swims. Sarah swims six lengths of the pool in the same time Ruth runs around the pool five times. How wide is the pool?
<image1>","['$25 \\mathrm{~m}$', '$40 \\mathrm{~m}$', '$50 \\mathrm{~m}$', '$80 \\mathrm{~m}$', '$180 \\mathrm{~m}$']",images/1658.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=368x268 at 0x7CE8DA6EE590>,B,"Let the width of the pool be $x \mathrm{~m}$. Therefore the total distance Ruth runs is $5(2 \times 50+2 x) \mathrm{m}=(500+10 x) \mathrm{m}$. The total distance Sarah swims is $6 \times 50 \mathrm{~m}=300 \mathrm{~m}$. Since Ruth runs three times as fast as Sarah swims, $500+10 x=3 \times 300$. Therefore $10 x=400$ and hence $x=40$.",2,metric geometry - length
1659,"Freda's flying club designed a flag of a flying dove on a square grid as shown.
The area of the dove is $192 \mathrm{~cm}^{2}$. All parts of the perimeter of the dove are either quarter-circles or straight lines. What are the dimensions of the flag?
<image1>","['$6 \\mathrm{~cm} \\times 4 \\mathrm{~cm}$', '$12 \\mathrm{~cm} \\times 8 \\mathrm{~cm}$', '$21 \\mathrm{~cm} \\times 14 \\mathrm{~cm}$', '$24 \\mathrm{~cm} \\times 16 \\mathrm{~cm}$', '$27 \\mathrm{~cm} \\times 18 \\mathrm{~cm}$']",images/1659.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=373x265 at 0x7CE8DA6EEC10>,D,"Let each of the small squares in the grid have side-length $x \mathrm{~cm}$. Remove the shading and divide the dove into regions as shown.  It can be seen that the regions marked $\mathrm{A}$ and $\mathrm{B}$ combine to make a square of side $2 x \mathrm{~cm}$ and hence of area $4 x^{2} \mathrm{~cm}^{2}$. Similarly, regions C, D and E combine to make a rectangle with sides $2 x \mathrm{~cm}$ and $3 x \mathrm{~cm}$ and hence area $6 x^{2} \mathrm{~cm}^{2}$. Finally, region $\mathrm{F}$ is a rectangle with sides $2 x \mathrm{~cm}$ and $x \mathrm{~cm}$ and hence area $2 x^{2} \mathrm{~cm}^{2}$. Since the total area of the dove is $192 \mathrm{~cm}^{2}$, we have $4 x^{2}+6 x^{2}+2 x^{2}=192$ and hence $12 x^{2}=192$. Therefore $x^{2}=16$ and hence $x=4$. Hence the flag has length $(6 \times 4) \mathrm{cm}=24 \mathrm{~cm}$ and height $(4 \times 4) \mathrm{cm}=16 \mathrm{~cm}$.  ![](https://cdn.mathpix.com/cropped/2023_12_27_0f4ed2787981bb911326g-245.jpg?height=285&width=434&top_left_y=1565&top_left_x=1368)",4,combinatorial geometry
1660,"Dominoes are said to be arranged correctly if, for each pair of adjacent dominoes, the numbers of spots on the adjacent ends are equal. Paul laid six dominoes in a line as shown in the diagram.
<image1>
He can make a move either by swapping the position of any two dominoes (without rotating either domino) or by rotating one domino. What is the smallest number of moves he needs to make to arrange all the dominoes correctly?",[],images/1660.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1340x186 at 0x7CE8DA6EF290>,3,"The dominoes in the line contain three ends with four spots and three ends with six spots, as shown in diagram 1. Therefore, a correctly arranged set of these dominoes will have four spots at one end and six spots at the other, as is currently the case. Hence, Paul does not need to move either of the end dominoes.  If he swaps the third and the fifth dominoes from diagram 1, he obtains the row shown in diagram 2 which has the same number of spots in the adjacent ends of the fourth, fifth and sixth dominoes. Next, if he swaps the second and third dominoes from diagram 2 to obtain the line shown in diagram 3 , he has matched the spots at the adjacent ends of the first and second dominoes. Finally, rotating the third domino in diagram 3, he obtains the correctly arranged line as shown in diagram 4 . This shows that it is possible to arrange the dominos correctly in three moves.  To see that two moves is not sufficient, note that, whatever else needs to happen, the two $1 \mathrm{~s}$ must be correctly placed next to each other. To do that requires one of the dominos with a 1 to be rotated and then one pair of dominos to be swapped so that the two $1 \mathrm{~s}$ are now next to each other. A similar argument applies to the two dominos with a 3. However, this is not possible in only two moves. Therefore the smallest number of moves he needs to make is 3 .  ![](https://cdn.mathpix.com/cropped/2023_12_27_0f4ed2787981bb911326g-246.jpg?height=362&width=1542&top_left_y=458&top_left_x=400)",2,combinatorics
1661,"Wendy wants to write a number in every cell on the border of a table.
In each cell, the number she writes is equal to the sum of the two numbers in the cells with which this cell shares an edge. Two of the numbers are given in the diagram.
What number should she write in the cell marked $x$ ?
<image1>",[],images/1661.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=245x258 at 0x7CE8DA6EF910>,7,"Let the values she writes in some of the cells be as shown in the diagram. Since the number in any cell is equal to the sum of the numbers in the two cells that border it, we have $a=10+b$ and hence $b=a-10$. Also we have $b=c+a$ giving $c=-10$, $c=b+d$ giving $d=-a$ and $d=c+3$ giving $d=-7$. Therefore $a=7$ and $b=-3$ and it is now possible to work out the remaining unknown values. Since $10=7+e$, we obtain $e=3$.  ![](https://cdn.mathpix.com/cropped/2023_12_27_0f4ed2787981bb911326g-246.jpg?height=311&width=265&top_left_y=855&top_left_x=1615) Similarly, $e=10+f$ giving $f=-7$ and then $f=e+g$ giving $g=-10$. Also $g=f+h$ giving $h=-3$ and $h=g+x$ giving $x=7$.",4,algebra
1662,"In the isosceles triangle $A B C$, points $K$ and $L$ are marked on the equal sides $A B$ and $B C$ respectively so that $A K=K L=L B$ and $K B=A C$.
<image1>
What is the size of angle $A B C$ ?","['$36^{\\circ}$', '$38^{\\circ}$', '$40^{\\circ}$', '$42^{\\circ}$', '$44^{\\circ}$']",images/1662.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=278x291 at 0x7CE8DA6F4110>,A,"Since triangle $A B C$ is isosceles with $A B=B C$ and we are given that $L B=A K$, the other parts of the equal sides must themselves be equal. Hence $L C=B K=A C$. Draw in line $K C$ as shown to form triangles $A C K$ and $L C K$. Since $A K=K L, A C=L C$ and $K C$ is common to both, triangles $A C K$ and $L C K$ are congruent and hence $\angle K A C=\angle C L K$.  ![](https://cdn.mathpix.com/cropped/2023_12_27_0f4ed2787981bb911326g-246.jpg?height=271&width=252&top_left_y=1806&top_left_x=1573)  Let the size of $\angle L B K$ be $x^{\circ}$. Since $K L=L B$, triangle $K L B$ is isosceles and hence $\angle B K L=x^{\circ}$. Since an exterior angle of a triangle is equal to the sum of the interior opposite angles, $\angle K L C=2 x^{\circ}$ and hence $\angle K A C=2 x^{\circ}$. Since the base angles of an isosceles triangle are equal, $\angle A C L=2 x^{\circ}$. Therefore, since angles in a triangle add to $180^{\circ}$, when we consider triangle $A B C$, we have $x^{\circ}+2 x^{\circ}+2 x^{\circ}=180^{\circ}$ and hence $x=36$. Therefore the size of $\angle A B C$ is $36^{\circ}$.",5,metric geometry - angle
1663,"Which of the diagrams below cannot be drawn without lifting your pencil off the page and without drawing along the same line twice?
<image1>","['A', 'B', 'C', 'D', 'E']",images/1663.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1848x288 at 0x7CE8DA6F47D0>,D,"It is known that any diagram with at most two points where an odd number of lines meet can be drawn without lifting your pencil off the page and without drawing along the same line twice. Any diagram with more than two such points cannot be drawn in this way. Of the options given, only diagram $\mathrm{D}$ has more than two such points. Hence the diagram which cannot be drawn is $\mathrm{D}$.",3,graph theory
1664,"A large square is divided into smaller squares, as shown. What fraction of the large square is shaded grey? <image1>","['$\\frac{2}{3}$', '$\\frac{2}{5}$', '$\\frac{4}{7}$', '$\\frac{4}{9}$', '$\\frac{5}{12}$']",images/1664.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=288x288 at 0x7CE8DA6F4F90>,D,The largest grey square is a quarter of the large square. The smaller grey squares are each one ninth of the size of the largest grey square. Hence the fraction of the large square which is shaded is $\frac{1}{4}+\frac{7}{9} \times \frac{1}{4}=\frac{1}{4} \times\left(1+\frac{7}{9}\right)=\frac{1}{4} \times \frac{16}{9}=\frac{4}{9}$,4,combinatorial geometry
1665,"A four-digit integer is written on each of three pieces of paper and the pieces of paper are arranged so that three of the digits are covered, as shown. The sum of the three four-digit integers is 10126 . What are the covered digits? <image1>","['5,6 and 7', '4,5 and 7', '4,6 and 7', '4, 5 and 6', '3,5 and 6']",images/1665.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=491x344 at 0x7CE8DA6F5790>,A,"The required sum can be written as shown below, with $a, b$ and $c$ as the missing digits:  $$ \begin{array}{r} 1243 \\ 21 a 7 \\ +b c 26 \\ \hline 10126 \end{array} $$  The sum of the digits in the units column is 16 and hence there is a carry of 1 to the tens column. Therefore, when we consider the tens column, we have $4+a+2+1=2$ or $2+10$. Hence $7+a=2$ or 12 and, since $a$ is a positive single-digit integer, $a=5$ and there is a carry of 1 to the hundreds column. Similarly, when we consider the hundreds column, we have $2+1+c+1=1$ or 11 and hence $c=7$ and there is a carry of 1 to the thousands column. Finally, when we consider the thousands and ten thousands columns, we have $1+2+b+1=10$ and hence $b=6$. Therefore the missing digits are 5,6 and 7.",4,algebra
1666,"In the diagram, $P Q=P R=Q S$ and $\angle Q P R=20^{\circ}$. What is $\angle R Q S$ ? <image1>","['$50^{\\circ}$', '$60^{\\circ}$', '$65^{\\circ}$', '$70^{\\circ}$', '$75^{\\circ}$']",images/1666.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=571x291 at 0x7CE8DA6F5F50>,B,"Since $P Q=Q S$, triangle $P S Q$ is isosceles and hence $\angle P S Q=20^{\circ}$. Since the angles in a triangle add to $180^{\circ}$, we have $20^{\circ}+20^{\circ}+\angle S Q P=180^{\circ}$ and hence $\angle S Q P=140^{\circ}$. Since $P Q=P R$, triangle $P R Q$ is isosceles and hence $\angle P R Q=\angle R Q P$. Also $\angle P R Q+\angle R Q P+20^{\circ}=180^{\circ}$ and hence $\angle R Q P=80^{\circ}$. Since $\angle R Q S=\angle S Q P-\angle R Q P$, the size of $\angle R Q S$ is $140^{\circ}-80^{\circ}=60^{\circ}$.",5,metric geometry - angle
1667,"Which of the following $4 \times 4$ tiles cannot be formed by combining the two given pieces?
<image1>
<image2>","['A', 'B', 'C', 'D', 'E']",images/1667.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1810x732 at 0x7CE8DA6F65D0>,E,"When the two given pieces are joined together, any resulting square must have on its outside one row and one column, each of which have alternating black and white squares. Therefore tile E cannot be made. The diagrams below show how the tiles in options A, B, C and D can be made by combining the given pieces, confirming $\mathrm{E}$ as the only tile which cannot be made. ![](https://cdn.mathpix.com/cropped/2023_12_27_0f4ed2787981bb911326g-260.jpg?height=226&width=1128&top_left_y=584&top_left_x=544)",4,combinatorial geometry
1669,"Some identical rectangles are drawn on the floor. A triangle of base $10 \mathrm{~cm}$ and height $6 \mathrm{~cm}$ is drawn over them, as shown, and the region inside the rectangles and outside the triangle is shaded. What is the area of the shaded region? <image1>","['$10 \\mathrm{~cm}^{2}$', '$12 \\mathrm{~cm}^{2}$', '$14 \\mathrm{~cm}^{2}$', '$15 \\mathrm{~cm}^{2}$', '$21 \\mathrm{~cm}^{2}$']",images/1669.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=552x354 at 0x7CE8DA6F7290>,B,"Since the length of five identical rectangles is $10 \mathrm{~cm}$, the length of one rectangle is $2 \mathrm{~cm}$. Similarly, since the height of four rectangles is $6 \mathrm{~cm}$, the height of one rectangle is $1.5 \mathrm{~cm}$. Therefore the total area of the 14 rectangles is $14 \times(2 \times 1.5) \mathrm{cm}^{2}=42 \mathrm{~cm}^{2}$. Hence the area of the shaded region is equal to $\left(42-\frac{1}{2} \times 10 \times 6\right) \mathrm{cm}^{2}=(42-30) \mathrm{cm}^{2}=12 \mathrm{~cm}^{2}$.",4,combinatorial geometry
1670,"Natasha has many sticks of length 1 . Each stick is coloured blue, red, yellow or green. She wants to make a $3 \times 3$ grid, as shown, so that each $1 \times 1$ square in the grid has four sides of different colours. What is the smallest number of green sticks that she could use? <image1>",[],images/1670.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=260x270 at 0x7CE8DA6F7910>,5,"Since each $1 \times 1$ square has four sides of different colours, there is a green stick along the side of each square. Also, since any stick is part of at most two squares four green sticks could only contribute to at most eight squares. Therefore at least five green sticks are needed. The diagram on the right shows that such an arrangement is possible with five green sticks. Hence the smallest number of green sticks she could use is five.  ![](https://cdn.mathpix.com/cropped/2023_12_27_0f4ed2787981bb911326g-261.jpg?height=288&width=283&top_left_y=113&top_left_x=1686)",3,graph theory
1671,"The integers from 1 to $n$, inclusive, are equally spaced in order round a circle. The diameter through the position of the integer 7 also goes through the position of 23 , as shown. What is the value of $n$ ? <image1>",[],images/1671.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=281x320 at 0x7CE8DA7041D0>,32,"Since the integer 7 is joined by a diameter to the integer 23 , we can deduce that there are $23-7+1=15$ integers between them on each side. Therefore there are $2 \times 15+2=32$ integers in total round the circle. Hence the value of $n$ is 32 .",4,algebra
1672,"Prab painted each of the eight circles in the diagram red, yellow or blue such that no two circles that are joined directly were painted the same colour. Which two circles must have been painted the same colour? <image1>","['5 and 8', '1 and 6', '2 and 7', '4 and 5', '3 and 6']",images/1672.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=476x224 at 0x7CE8DA704890>,A,"Since no two circles that are joined directly are painted the same colour and circles 2,5 and 6 are joined to each other, they are all painted different colours. Similarly circles 2, 6 and 8 join to each other and hence are painted different colours. Therefore circles 5 and 8 must have been painted the same colour. It is easy to check that, given any other pair of circles in the diagram, it is possible for them to be coloured differently.",3,graph theory
1673,"The diagram shows the square $W X Y Z$. The points $P, Q$ and $R$ are the midpoints of the sides $Z W, X Y$ and $Y Z$ respectively. What fraction of the square $W X Y Z$ is shaded? <image1>","['$\\frac{3}{4}$', '$\\frac{5}{8}$', '$\\frac{1}{2}$', '$\\frac{7}{16}$', '$\\frac{3}{8}$']",images/1673.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=324x312 at 0x7CE8DA704E50>,E,"Label the intersection of $W Q$ and $X P$ as $V$ and the midpoint of $W X$ as $U$. Let the side-length of the square be 1 unit. The area of triangle $W X R$ is $\frac{1}{2} \times 1 \times 1$ units $^{2}=\frac{1}{2}$ units $^{2}$. Consider triangle $W X P$ and triangle $U X V$. These two triangles have the same angles and hence are similar. Since $U X$ is half of $W X$, it follows that $V U$ is half of $P W$ and hence has length $\frac{1}{4}$ unit. Therefore the area of triangle $W X V$ is $\left(\frac{1}{2} \times 1 \times \frac{1}{4}\right)$ units $^{2}=\frac{1}{8}$ units $^{2}$. Hence the shaded area is $\left(\frac{1}{2}-\frac{1}{8}\right)$ units $^{2}=\frac{3}{8}$ units $^{2}$. Therefore the fraction of the square that is shaded is $\frac{3}{8}$. ![](https://cdn.mathpix.com/cropped/2023_12_27_0f4ed2787981bb911326g-261.jpg?height=297&width=302&top_left_y=1779&top_left_x=1665)",3,metric geometry - area
1674,"A large square is divided into smaller squares. In one of the smaller squares a diagonal is also drawn, as shown. What fraction of the large square is shaded? <image1>","['$\\frac{4}{5}$', '$\\frac{3}{8}$', '$\\frac{4}{9}$', '$\\frac{1}{3}$', '$\\frac{1}{2}$']",images/1674.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=183x183 at 0x7CE8DA705410>,E,"The shaded square in the lower right corner of the large square is $\frac{1}{4}$ of the large square. The shaded triangle is half of $\frac{1}{4}$ of the large square. Hence it is $\frac{1}{8}$ of the large square. The two small shaded squares in the upper left corner together are half of $\frac{1}{4}$, or $\frac{1}{8}$, of the large square. Therefore the fraction of the large square that is shaded is $\frac{1}{4}+\frac{1}{8}+\frac{1}{8}=\frac{1}{2}$.",3,metric geometry - area
1675,The diagram shows a shape made up of 36 identical small equilateral triangles. What is the smallest number of small triangles identical to these that could be added to the shape to turn it into a hexagon? <image1>,[],images/1675.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=235x244 at 0x7CE8DA705890>,18,"To turn the figure given in the question into a hexagon by adding the smallest number of triangles, two triangles should be added to create each vertex of the hexagon (shaded dark grey) and one triangle added to create each edge  ![](https://cdn.mathpix.com/cropped/2023_12_27_0f4ed2787981bb911326g-276.jpg?height=123&width=255&top_left_y=647&top_left_x=1620) (shaded light grey) as shown on the right for one edge. Since a hexagon has six vertices and six edges, the smallest number of triangles required is $6 \times(2+1)=18$.",4,combinatorial geometry
1676,"Each cell of a $3 \times 3$ square has a number written in it. Unfortunately the numbers are not visible because they are covered in ink. However, the sum of the numbers in each row and the sum of the numbers in two of the columns are all known, as shown by the arrows on the diagram. What is the sum of the numbers in the third column? <image1>",[],images/1676.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=358x346 at 0x7CE8DA705D90>,43,"The sum of the row totals is the sum of all the nine numbers in the $3 \times 3$ square. Likewise, the sum of the column totals is the sum of these nine numbers. Therefore $24+26+40=27+20+x$, where $x$ is the sum of the numbers in the third column. Therefore $90=47+x$ and hence $x=43$. Therefore the sum of the numbers in the third column is 43 .",4,algebra
1677,The shortest path from Atown to Cetown runs through Betown. The two signposts shown are set up at different places along this path. What distance is written on the broken sign? <image1>,"['$1 \\mathrm{~km}$', '$3 \\mathrm{~km}$', '$4 \\mathrm{~km}$', '$5 \\mathrm{~km}$', '$9 \\mathrm{~km}$']",images/1677.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=678x333 at 0x7CE8DA706250>,A,The information on the signs pointing to Atown and the signs pointing to Cetown both tell us that the distance between the signs is $(7-2) \mathrm{km}=(9-4) \mathrm{km}=5 \mathrm{~km}$. Therefore the distance which is written on the broken sign is $(5-4) \mathrm{km}=1 \mathrm{~km}$.,2,metric geometry - length
1678,Sacha's garden has the shape shown. All the sides are either parallel or perpendicular to each other. Some of the dimensions are shown in the diagram. What is the length of the perimeter of Sacha's garden? <image1>,[],images/1678.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=426x261 at 0x7CE8DA7066D0>,24,"Divide the garden up and let the lengths of the various sides be as shown on the diagram. Since all sides are either parallel or perpendicular, $a+b+c=3$. Therefore the perimeter of Sacha's garden is $3+5+a+x+b+4+c+(4+(5-x))$ $=21+a+b+c=24$.  ![](https://cdn.mathpix.com/cropped/2023_12_27_0f4ed2787981bb911326g-278.jpg?height=292&width=530&top_left_y=1287&top_left_x=1343)",2,metric geometry - length
1679,The pattern on a large square tile consists of eight congruent right-angled triangles and a small square. The area of the tile is $49 \mathrm{~cm}^{2}$ and the length of the hypotenuse $P Q$ of one of the triangles is $5 \mathrm{~cm}$. What is the area of the small square? <image1>,"['$1 \\mathrm{~cm}^{2}$', '$4 \\mathrm{~cm}^{2}$', '$9 \\mathrm{~cm}^{2}$', '$16 \\mathrm{~cm}^{2}$', '$25 \\mathrm{~cm}^{2}$']",images/1679.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=278x282 at 0x7CE8DA706BD0>,A,"Since the four rectangles are congruent, the diagonal $P Q$ is also the side of a square. This square has area $(5 \times 5) \mathrm{cm}^{2}=25 \mathrm{~cm}^{2}$. Therefore the total area of the rectangles outside the square with side $P Q$ but inside the large square is $(49-25) \mathrm{cm}^{2}=24 \mathrm{~cm}^{2}$. However, this is also equal to the total area of the triangles inside the square with side $P Q$. Therefore the area of the small square is $(25-24) \mathrm{cm}^{2}=1 \mathrm{~cm}^{2}$.",3,metric geometry - area
1681,"Bella took a square piece of paper and folded two of its sides to lie along the diagonal, as shown, to obtain a quadrilateral. What is the largest size of an angle in that quadrilateral? <image1>","['$112.5^{\\circ}$', '$120^{\\circ}$', '$125^{\\circ}$', '$135^{\\circ}$', '$150^{\\circ}$']",images/1681.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=465x228 at 0x7CE8DA707B90>,A,"Since the quadrilateral is formed by folding the $45^{\circ}$ angles above and below the diagonal of the square in half, the size of the small angle of the quadrilateral is $2 \times\left(\frac{1}{2} \times 45^{\circ}\right)=45^{\circ}$. One angle of the quadrilateral is $90^{\circ}$ and the other two are equal from the construction. Therefore, since the sum of the angles in a quadrilateral is $360^{\circ}$, the size of the equal angles is $(360-90-45)^{\circ} \div 2=225^{\circ} \div 2=112.5^{\circ}$.",3,transformation geometry
1682,"In the final of a dancing competition, each of the three members of the jury gives each of the five competitors 0 points, 1 point, 2 points, 3 points or 4 points. No two competitors get the same mark from any individual judge. Adam knows all the sums of the marks and a few single marks, as shown. How many points does Adam get from judge III? <image1>",[],images/1682.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=870x380 at 0x7CE8DA70C250>,1,"The table can be partially completed as follows. Berta scored 5 points in total. Therefore her score from judge III is 3. Clara's total is 3 . Therefore she cannot have been given 4 by any of the judges. David's total is 4 . He cannot have been given a score of 4 by any judge, since, if so, both the other two judges must have given him 0 . This is impossible, as judges I and II give 0 to Berta and Clara, respectively. Therefore judge I gives 4 to Emil, and judge II gives 4 to either Adam or Emil. Emil's total is 11. So if he gets 4 from judges I and II, he gets 3 from judge III which is not possible as judge III gave Berta 3. Hence judge II gives 4 to Adam. Because Adam's total is 7, it now follows that Adam gets a score of 1 from judge III.  (Note: the final four scores are not uniquely determined.)  ![](https://cdn.mathpix.com/cropped/2023_12_27_0f4ed2787981bb911326g-282.jpg?height=300&width=810&top_left_y=1520&top_left_x=620)",2,statistics
1683,"Cleo builds a pyramid with identical metal spheres. Its square base is a $4 \times 4$ array of spheres, as shown in the diagram. The upper layers are a $3 \times 3$ array of spheres, a $2 \times 2$ array of spheres and a single sphere at the top. At each point of contact between two spheres, a blob of glue is placed. How many blobs of glue will Cleo place?
<image1>",[],images/1683.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=260x266 at 0x7CE8DA70C910>,96,"Consider first how to join each individual layer. In the $4 \times 4$ layer there are $4 \times 3 \times 2=24$ points of contact. Similarly, in the $3 \times 3$ layer there are $3 \times 2 \times 2=12$ points of contact and in the $2 \times 2$ layer there are $2 \times 1 \times 2=4$ points of contact. Now consider how to join the layers together. To join the $4 \times 4$ layer to the $3 \times 3$ layer, each sphere in the $3 \times 3$ layer has 4 points of contact with the lower layer, making $3 \times 3 \times 4=36$ points of contact. Similarly to join the $3 \times 3$ layer to the $2 \times 2$ layer, each sphere in the $2 \times 2$ layer has 4 points of contact with the lower layer making $2 \times 2 \times 4=16$ points of contact and the single sphere in the top layer has 4 points of contact with the $2 \times 2$ layer. Hence the total number of points of contact is $24+12+4+36+16+4=96$ and therefore 96 blobs of glue are used.",4,solid geometry
1684,"The statements on the right give clues to the identity of a four-digit number.
<image1>
What is the last digit of the four-digit number?",[],images/1684.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1376x566 at 0x7CE8DA70CFD0>,3,"Let's call the four-digit number $N$. The last clue tells us that none of the digits 7, 6, 4 or 2 is a digit in $N$. Then the fourth clue shows that 1 is a digit in $N$, but it is not the fourth digit. The first clue now tells us that $N$ involves a 3 but not as its third digit. It also shows that 1 is not the second digit. The second clue now tells us that either 8 is the second digit of $N$ and 9 is not one of its digits or else 9 is the first digit of $N$ and 8 is not one of its digits. Suppose that 8 were the correct second digit. Then the third clue would tell us that both 0 and 5 were correct digits. But this would mean that all of 1, 3, 8, 0 and 5 were digits of the four-digit number $N$. Therefore 8 is incorrect and so 9 is correct and is the first digit. Knowing this, the third clue shows us that exactly one of 5 and 0 is correct and, moreover, it is in the right place. It can't be 5 because the first digit of $N$ is 9 . So 0 is the correct second digit. We already know 3 is correct, but is not the third digit; so the last digit of $N$ is 3 and $N$ is 9013 .",4,logic
1685,"When the five pieces shown are fitted together correctly, the result is a rectangle with a calculation written on it. What is the answer to this calculation? <image1>",[],images/1685.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=357x181 at 0x7CE8DA70D690>,-100,"When you look at the pieces, you can see that the calculation both starts and ends with a piece with a ""2"" written on. Further, the only piece that can be placed next to the first "" 2 "" is the subtraction sign. Then the "" 0 "" must be attached to the final "" 2 "" and so the rectangle must be as shown.  $$ 2 \nmid-q 1 q 0 \nmid 2 $$  Hence the answer to the calculation is -100 .",5,arithmetic
1686,"A student correctly added the two two-digit numbers on the left of the board and got the answer 137. What answer will she obtain if she adds the two four-digit numbers on the right of the board?
<image1>",[],images/1686.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=508x228 at 0x7CE8DA70DD50>,13837,"Since the sum of the two two-digit numbers $A B$ and $C D$ is 137 , the sum of the two-digit numbers $A D$ and $C B$ is also 137. Therefore the sum of the two four-digit numbers $A D C B$ and $C B A D$ is $(100 A D+C B)+(100 C B+A D)=100(A D+C B)+A D+C B=100 \times 137+137$ $=13700+137=13837$.",4,algebra
1687,"In the diagram, the area of the large square is $16 \mathrm{~cm}^{2}$ and the area of each small corner square is $1 \mathrm{~cm}^{2}$. What is the shaded area? <image1>","['$3 \\mathrm{~cm}^{2}$', '$\\frac{7}{2} \\mathrm{~cm}^{2}$', '$4 \\mathrm{~cm}^{2}$', '$\\frac{11}{2} \\mathrm{~cm}^{2}$', '$6 \\mathrm{~cm}^{2}$']",images/1687.jpg,<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=216x216 at 0x7CE8DA70E3D0>,C,"Since the area of the large square is $16 \mathrm{~cm}^{2}$ and the area of each small square is $1 \mathrm{~cm}^{2}$, their side-lengths are $4 \mathrm{~cm}$ and $1 \mathrm{~cm}$ respectively. Therefore the base of each of the four triangles is $2 \mathrm{~cm}$ and, since these triangles meet at the centre of the large square, the height of each triangle is also $2 \mathrm{~cm}$. Therefore the total area of the four triangles is $\left(4 \times \frac{1}{2} \times 2 \times 2\right) \mathrm{cm}^{2}=8 \mathrm{~cm}^{2}$. Hence the shaded area is $(16-8-4 \times 1) \mathrm{cm}^{2}=4 \mathrm{~cm}^{2}$.",3,metric geometry - area
